Benchmark,Benchmark Type,Mode,Version,Model,Type,Size,List Name,Unordered Pairs Before,Unordered Pairs After,Unordered Neighbors Before,Unordered Neighbors After,Missing Items,Additional Items,Numeric Similarity,Incorrect Items,Output List Length,Output Length,Thinking Length,Parsed,HasError,ErrorType,IsList,HasEllipsis,RequiredTypeParsing,Unordered Pairs (%),Unordered Neighbors (%),Missing Items (%),Additional Items (%),Incorrect Items (%),Validity Score,Faithfulness Score,Benchmark Score,Overall Score
sortbench,filter-higher,basic,v2.0,claude-sonnet-4-5-20250929_reasoning_disabled,English,8,list_10,,,,,0.0,0.0,,,8.0,8,0,True,True,Content after last closing bracket,True,False,False,,,0.0,0.0,,0.5,1.0,1.0,0.5
sortbench,filter-lower,basic,v2.0,claude-sonnet-4-5-20250929_reasoning_disabled,English,8,list_1,,,,,0.0,0.0,,,6.0,8,0,True,True,Content after last closing bracket,True,False,False,,,0.0,0.0,,0.5,1.0,1.0,0.5
sortbench,filter-lower,basic,v2.0,claude-sonnet-4-5-20250929_reasoning_disabled,English,8,list_2,,,,,0.0,0.0,,,0.0,8,0,True,True,Content after last closing bracket,True,False,False,,,0.0,0.0,,0.5,1.0,1.0,0.5
sortbench,filter-lower,basic,v2.0,claude-sonnet-4-5-20250929_reasoning_disabled,English,8,list_3,,,,,0.0,0.0,,,7.0,8,0,True,True,Content after last closing bracket,True,False,False,,,0.0,0.0,,0.5,1.0,1.0,0.5
sortbench,filter-lower,basic,v2.0,claude-sonnet-4-5-20250929_reasoning_disabled,English,8,list_4,,,,,0.0,0.0,,,0.0,8,0,True,True,Content after last closing bracket,True,False,False,,,0.0,0.0,,0.5,1.0,1.0,0.5
sortbench,filter-lower,basic,v2.0,claude-sonnet-4-5-20250929_reasoning_disabled,English,8,list_5,,,,,0.0,0.0,,,0.0,8,0,True,True,Content after last closing bracket,True,False,False,,,0.0,0.0,,0.5,1.0,1.0,0.5
sortbench,filter-lower,basic,v2.0,claude-sonnet-4-5-20250929_reasoning_disabled,English,8,list_6,,,,,0.0,0.0,,,0.0,8,0,True,True,Content after last closing bracket,True,False,False,,,0.0,0.0,,0.5,1.0,1.0,0.5
sortbench,filter-lower,basic,v2.0,claude-sonnet-4-5-20250929_reasoning_disabled,English,8,list_7,,,,,0.0,0.0,,,0.0,8,0,True,True,Content after last closing bracket,True,False,False,,,0.0,0.0,,0.5,1.0,1.0,0.5
sortbench,filter-lower,basic,v2.0,claude-sonnet-4-5-20250929_reasoning_disabled,English,8,list_8,,,,,0.0,0.0,,,0.0,8,0,True,True,Content after last closing bracket,True,False,False,,,0.0,0.0,,0.5,1.0,1.0,0.5
sortbench,filter-lower,basic,v2.0,claude-sonnet-4-5-20250929_reasoning_disabled,English,8,list_9,,,,,0.0,0.0,,,1.0,8,0,True,True,Content after last closing bracket,True,False,False,,,0.0,0.0,,0.5,1.0,1.0,0.5
sortbench,filter-lower,basic,v2.0,claude-sonnet-4-5-20250929_reasoning_disabled,English,8,list_10,,,,,0.0,0.0,,,7.0,8,0,True,True,Content after last closing bracket,True,False,False,,,0.0,0.0,,0.5,1.0,0.0,0.25
sortbench,any,basic,v2.0,gpt-5-mini_reasoning_minimal,English,8,list_1,,,,,,,,,,4,0,True,False,,False,False,False,,,,,,1.0,,1.0,1.0
sortbench,any,basic,v2.0,gpt-5-mini_reasoning_minimal,English,8,list_2,,,,,,,,,,4,0,True,False,,False,False,False,,,,,,1.0,,1.0,1.0
sortbench,any,basic,v2.0,gpt-5-mini_reasoning_minimal,English,8,list_3,,,,,,,,,,5,0,True,False,,False,False,False,,,,,,1.0,,0.0,0.5
sortbench,any,basic,v2.0,gpt-5-mini_reasoning_minimal,English,8,list_4,,,,,,,,,,4,0,True,False,,False,False,False,,,,,,1.0,,1.0,1.0
sortbench,any,basic,v2.0,gpt-5-mini_reasoning_minimal,English,8,list_5,,,,,,,,,,4,0,True,False,,False,False,False,,,,,,1.0,,1.0,1.0
sortbench,any,basic,v2.0,gpt-5-mini_reasoning_minimal,English,8,list_6,,,,,,,,,,4,0,True,False,,False,False,False,,,,,,1.0,,1.0,1.0
sortbench,any,basic,v2.0,gpt-5-mini_reasoning_minimal,English,8,list_7,,,,,,,,,,4,0,True,False,,False,False,False,,,,,,1.0,,1.0,1.0
sortbench,any,basic,v2.0,gpt-5-mini_reasoning_minimal,English,8,list_8,,,,,,,,,,4,0,True,False,,False,False,False,,,,,,1.0,,0.0,0.5
sortbench,any,basic,v2.0,gpt-5-mini_reasoning_minimal,English,8,list_9,,,,,,,,,,4,0,True,False,,False,False,False,,,,,,1.0,,1.0,1.0
sortbench,any,basic,v2.0,gpt-5-mini_reasoning_minimal,English,8,list_10,,,,,,,,,,4,0,True,False,,False,False,False,,,,,,1.0,,1.0,1.0
sortbench,all,basic,v2.0,gpt-5-mini_reasoning_minimal,English,8,list_1,,,,,,,,,,5,0,True,False,,False,False,False,,,,,,1.0,,1.0,1.0
sortbench,all,basic,v2.0,gpt-5-mini_reasoning_minimal,English,8,list_2,,,,,,,,,,5,0,True,False,,False,False,False,,,,,,1.0,,1.0,1.0
sortbench,all,basic,v2.0,gpt-5-mini_reasoning_minimal,English,8,list_3,,,,,,,,,,5,0,True,False,,False,False,False,,,,,,1.0,,0.0,0.5
sortbench,all,basic,v2.0,gpt-5-mini_reasoning_minimal,English,8,list_4,,,,,,,,,,5,0,True,False,,False,False,False,,,,,,1.0,,1.0,1.0
sortbench,all,basic,v2.0,gpt-5-mini_reasoning_minimal,English,8,list_5,,,,,,,,,,5,0,True,False,,False,False,False,,,,,,1.0,,0.0,0.5
sortbench,all,basic,v2.0,gpt-5-mini_reasoning_minimal,English,8,list_6,,,,,,,,,,5,0,True,False,,False,False,False,,,,,,1.0,,1.0,1.0
sortbench,all,basic,v2.0,gpt-5-mini_reasoning_minimal,English,8,list_7,,,,,,,,,,5,0,True,False,,False,False,False,,,,,,1.0,,1.0,1.0
sortbench,all,basic,v2.0,gpt-5-mini_reasoning_minimal,English,8,list_8,,,,,,,,,,5,0,True,False,,False,False,False,,,,,,1.0,,1.0,1.0
sortbench,all,basic,v2.0,gpt-5-mini_reasoning_minimal,English,8,list_9,,,,,,,,,,5,0,True,False,,False,False,False,,,,,,1.0,,1.0,1.0
sortbench,all,basic,v2.0,gpt-5-mini_reasoning_minimal,English,8,list_10,,,,,,,,,,4,0,True,False,,False,False,False,,,,,,1.0,,0.0,0.5
sortbench,any,basic,v2.0,gpt-5.1_reasoning_none,English,8,list_1,,,,,,,,,,4,0,True,False,,False,False,False,,,,,,1.0,,1.0,1.0
sortbench,any,basic,v2.0,gpt-5.1_reasoning_none,English,8,list_2,,,,,,,,,,4,0,True,False,,False,False,False,,,,,,1.0,,1.0,1.0
sortbench,any,basic,v2.0,gpt-5.1_reasoning_none,English,8,list_3,,,,,,,,,,4,0,True,False,,False,False,False,,,,,,1.0,,1.0,1.0
sortbench,any,basic,v2.0,gpt-5.1_reasoning_none,English,8,list_4,,,,,,,,,,4,0,True,False,,False,False,False,,,,,,1.0,,0.0,0.5
sortbench,any,basic,v2.0,gpt-5.1_reasoning_none,English,8,list_5,,,,,,,,,,4,0,True,False,,False,False,False,,,,,,1.0,,1.0,1.0
sortbench,any,basic,v2.0,gpt-5.1_reasoning_none,English,8,list_6,,,,,,,,,,4,0,True,False,,False,False,False,,,,,,1.0,,1.0,1.0
sortbench,any,basic,v2.0,gpt-5.1_reasoning_none,English,8,list_7,,,,,,,,,,4,0,True,False,,False,False,False,,,,,,1.0,,0.0,0.5
sortbench,any,basic,v2.0,gpt-5.1_reasoning_none,English,8,list_8,,,,,,,,,,4,0,True,False,,False,False,False,,,,,,1.0,,1.0,1.0
sortbench,any,basic,v2.0,gpt-5.1_reasoning_none,English,8,list_9,,,,,,,,,,4,0,True,False,,False,False,False,,,,,,1.0,,1.0,1.0
sortbench,any,basic,v2.0,gpt-5.1_reasoning_none,English,8,list_10,,,,,,,,,,4,0,True,False,,False,False,False,,,,,,1.0,,0.0,0.5
sortbench,all,basic,v2.0,gpt-5.1_reasoning_none,English,8,list_1,,,,,,,,,,5,0,True,False,,False,False,False,,,,,,1.0,,1.0,1.0
sortbench,all,basic,v2.0,gpt-5.1_reasoning_none,English,8,list_2,,,,,,,,,,5,0,True,False,,False,False,False,,,,,,1.0,,1.0,1.0
sortbench,all,basic,v2.0,gpt-5.1_reasoning_none,English,8,list_3,,,,,,,,,,5,0,True,False,,False,False,False,,,,,,1.0,,1.0,1.0
sortbench,all,basic,v2.0,gpt-5.1_reasoning_none,English,8,list_4,,,,,,,,,,5,0,True,False,,False,False,False,,,,,,1.0,,0.0,0.5
sortbench,all,basic,v2.0,gpt-5.1_reasoning_none,English,8,list_5,,,,,,,,,,5,0,True,False,,False,False,False,,,,,,1.0,,1.0,1.0
sortbench,all,basic,v2.0,gpt-5.1_reasoning_none,English,8,list_6,,,,,,,,,,5,0,True,False,,False,False,False,,,,,,1.0,,1.0,1.0
sortbench,all,basic,v2.0,gpt-5.1_reasoning_none,English,8,list_7,,,,,,,,,,5,0,True,False,,False,False,False,,,,,,1.0,,0.0,0.5
sortbench,all,basic,v2.0,gpt-5.1_reasoning_none,English,8,list_8,,,,,,,,,,4,0,True,False,,False,False,False,,,,,,1.0,,0.0,0.5
sortbench,all,basic,v2.0,gpt-5.1_reasoning_none,English,8,list_9,,,,,,,,,,5,0,True,False,,False,False,False,,,,,,1.0,,1.0,1.0
sortbench,all,basic,v2.0,gpt-5.1_reasoning_none,English,8,list_10,,,,,,,,,,5,0,True,False,,False,False,False,,,,,,1.0,,1.0,1.0
sortbench,any,basic,v2.0,claude-sonnet-4-5-20250929_reasoning_disabled,English,8,list_1,,,,,,,,,,880,0,True,True,Extra characters before boolean,False,False,False,,,,,,0.5,,1.0,0.75
sortbench,any,basic,v2.0,claude-sonnet-4-5-20250929_reasoning_disabled,English,8,list_2,,,,,,,,,,784,0,True,True,Extra characters before boolean,False,False,False,,,,,,0.5,,1.0,0.75
sortbench,any,basic,v2.0,claude-sonnet-4-5-20250929_reasoning_disabled,English,8,list_3,,,,,,,,,,2241,0,True,True,Extra characters before boolean,False,False,False,,,,,,0.5,,1.0,0.75
sortbench,any,basic,v2.0,claude-sonnet-4-5-20250929_reasoning_disabled,English,8,list_4,,,,,,,,,,1484,0,True,True,Extra characters before boolean,False,False,False,,,,,,0.5,,1.0,0.75
sortbench,any,basic,v2.0,claude-sonnet-4-5-20250929_reasoning_disabled,English,8,list_5,,,,,,,,,,688,0,True,True,Extra characters before boolean,False,False,False,,,,,,0.5,,1.0,0.75
sortbench,any,basic,v2.0,claude-sonnet-4-5-20250929_reasoning_disabled,English,8,list_6,,,,,,,,,,812,0,True,True,Extra characters before boolean,False,False,False,,,,,,0.5,,1.0,0.75
sortbench,any,basic,v2.0,claude-sonnet-4-5-20250929_reasoning_disabled,English,8,list_7,,,,,,,,,,981,0,True,True,Extra characters before boolean,False,False,False,,,,,,0.5,,1.0,0.75
sortbench,any,basic,v2.0,claude-sonnet-4-5-20250929_reasoning_disabled,English,8,list_8,,,,,,,,,,1357,0,True,True,Extra characters before boolean,False,False,False,,,,,,0.5,,1.0,0.75
sortbench,any,basic,v2.0,claude-sonnet-4-5-20250929_reasoning_disabled,English,8,list_9,,,,,,,,,,1342,0,True,True,Extra characters before boolean,False,False,False,,,,,,0.5,,1.0,0.75
sortbench,any,basic,v2.0,claude-sonnet-4-5-20250929_reasoning_disabled,English,8,list_10,,,,,,,,,,768,0,True,True,Extra characters before boolean,False,False,False,,,,,,0.5,,1.0,0.75
sortbench,all,basic,v2.0,claude-sonnet-4-5-20250929_reasoning_disabled,English,8,list_1,,,,,,,,,,760,0,True,True,Extra characters before boolean,False,False,False,,,,,,0.5,,1.0,0.75
sortbench,all,basic,v2.0,claude-sonnet-4-5-20250929_reasoning_disabled,English,8,list_2,,,,,,,,,,706,0,True,True,Extra characters before boolean,False,False,False,,,,,,0.5,,0.0,0.25
sortbench,all,basic,v2.0,claude-sonnet-4-5-20250929_reasoning_disabled,English,8,list_3,,,,,,,,,,839,0,True,True,Extra characters before boolean,False,False,False,,,,,,0.5,,1.0,0.75
sortbench,all,basic,v2.0,claude-sonnet-4-5-20250929_reasoning_disabled,English,8,list_4,,,,,,,,,,963,0,True,True,Extra characters before boolean,False,False,False,,,,,,0.5,,1.0,0.75
sortbench,all,basic,v2.0,claude-sonnet-4-5-20250929_reasoning_disabled,English,8,list_5,,,,,,,,,,766,0,True,True,Extra characters before boolean,False,False,False,,,,,,0.5,,1.0,0.75
sortbench,all,basic,v2.0,claude-sonnet-4-5-20250929_reasoning_disabled,English,8,list_6,,,,,,,,,,686,0,True,True,Extra characters before boolean,False,False,False,,,,,,0.5,,1.0,0.75
sortbench,all,basic,v2.0,claude-sonnet-4-5-20250929_reasoning_disabled,English,8,list_7,,,,,,,,,,877,0,True,True,Extra characters before boolean,False,False,False,,,,,,0.5,,1.0,0.75
sortbench,all,basic,v2.0,claude-sonnet-4-5-20250929_reasoning_disabled,English,8,list_8,,,,,,,,,,868,0,True,True,Extra characters before boolean,False,False,False,,,,,,0.5,,0.0,0.25
sortbench,all,basic,v2.0,claude-sonnet-4-5-20250929_reasoning_disabled,English,8,list_9,,,,,,,,,,835,0,True,True,Extra characters before boolean,False,False,False,,,,,,0.5,,1.0,0.75
sortbench,all,basic,v2.0,claude-sonnet-4-5-20250929_reasoning_disabled,English,8,list_10,,,,,,,,,,678,0,True,True,Extra characters before boolean,False,False,False,,,,,,0.5,,1.0,0.75
sortbench,any,basic,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,English,8,list_1,,,,,,,,,,657,0,True,True,Extra characters before boolean,False,False,False,,,,,,0.5,,1.0,0.75
sortbench,any,basic,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,English,8,list_2,,,,,,,,,,4,0,True,False,,False,False,False,,,,,,1.0,,0.0,0.5
sortbench,any,basic,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,English,8,list_3,,,,,,,,,,4,0,True,False,,False,False,False,,,,,,1.0,,1.0,1.0
sortbench,any,basic,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,English,8,list_4,,,,,,,,,,4,0,True,False,,False,False,False,,,,,,1.0,,1.0,1.0
sortbench,any,basic,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,English,8,list_5,,,,,,,,,,829,0,True,True,Extra characters before boolean,False,False,False,,,,,,0.5,,1.0,0.75
sortbench,any,basic,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,English,8,list_6,,,,,,,,,,4,0,True,False,,False,False,False,,,,,,1.0,,1.0,1.0
sortbench,any,basic,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,English,8,list_7,,,,,,,,,,804,0,True,True,Extra characters before boolean,False,False,False,,,,,,0.5,,1.0,0.75
sortbench,any,basic,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,English,8,list_8,,,,,,,,,,567,0,True,True,Extra characters before boolean,False,False,False,,,,,,0.5,,1.0,0.75
sortbench,any,basic,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,English,8,list_9,,,,,,,,,,5,0,True,False,,False,False,False,,,,,,1.0,,1.0,1.0
sortbench,any,basic,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,English,8,list_10,,,,,,,,,,584,0,True,True,Extra characters before boolean,False,False,False,,,,,,0.5,,1.0,0.75
sortbench,all,basic,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,English,8,list_1,,,,,,,,,,5,0,True,False,,False,False,False,,,,,,1.0,,0.0,0.5
sortbench,all,basic,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,English,8,list_2,,,,,,,,,,4,0,True,False,,False,False,False,,,,,,1.0,,1.0,1.0
sortbench,all,basic,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,English,8,list_3,,,,,,,,,,5,0,True,False,,False,False,False,,,,,,1.0,,0.0,0.5
sortbench,all,basic,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,English,8,list_4,,,,,,,,,,5,0,True,False,,False,False,False,,,,,,1.0,,0.0,0.5
sortbench,all,basic,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,English,8,list_5,,,,,,,,,,522,0,True,True,Extra characters before boolean,False,False,False,,,,,,0.5,,1.0,0.75
sortbench,all,basic,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,English,8,list_6,,,,,,,,,,4,0,True,False,,False,False,False,,,,,,1.0,,1.0,1.0
sortbench,all,basic,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,English,8,list_7,,,,,,,,,,5,0,True,False,,False,False,False,,,,,,1.0,,1.0,1.0
sortbench,all,basic,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,English,8,list_8,,,,,,,,,,772,0,True,True,Extra characters before boolean,False,False,False,,,,,,0.5,,0.0,0.25
sortbench,all,basic,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,English,8,list_9,,,,,,,,,,5,0,True,False,,False,False,False,,,,,,1.0,,0.0,0.5
sortbench,all,basic,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,English,8,list_10,,,,,,,,,,5,0,True,False,,False,False,False,,,,,,1.0,,0.0,0.5
sortbench,sort,basic,v2.0,claude-haiku-4-5-20251001_reasoning_enabled,English,8,list_1,13.0,0.0,3.0,0.0,0.0,0.0,,,8.0,121,316,True,False,,True,False,False,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,sort,basic,v2.0,claude-haiku-4-5-20251001_reasoning_enabled,English,8,list_2,17.0,0.0,3.0,0.0,0.0,0.0,,,8.0,120,232,True,False,,True,False,False,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,sort,basic,v2.0,claude-haiku-4-5-20251001_reasoning_enabled,English,8,list_3,12.0,0.0,4.0,0.0,0.0,0.0,,,8.0,117,236,True,False,,True,False,False,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,sort,basic,v2.0,claude-haiku-4-5-20251001_reasoning_enabled,English,8,list_4,15.0,0.0,4.0,0.0,0.0,0.0,,,8.0,107,292,True,False,,True,False,False,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,sort,basic,v2.0,claude-haiku-4-5-20251001_reasoning_enabled,English,8,list_5,13.0,0.0,3.0,0.0,0.0,0.0,,,8.0,130,350,True,False,,True,False,False,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,sort,basic,v2.0,claude-haiku-4-5-20251001_reasoning_enabled,English,8,list_6,14.0,0.0,5.0,0.0,0.0,0.0,,,8.0,111,277,True,False,,True,False,False,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,sort,basic,v2.0,claude-haiku-4-5-20251001_reasoning_enabled,English,8,list_7,19.0,0.0,4.0,0.0,0.0,0.0,,,8.0,116,219,True,False,,True,False,False,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,sort,basic,v2.0,claude-haiku-4-5-20251001_reasoning_enabled,English,8,list_8,17.0,0.0,5.0,0.0,0.0,0.0,,,8.0,123,334,True,False,,True,False,False,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,sort,basic,v2.0,claude-haiku-4-5-20251001_reasoning_enabled,English,8,list_9,15.0,0.0,4.0,0.0,0.0,0.0,,,8.0,100,468,True,False,,True,False,False,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,sort,basic,v2.0,claude-haiku-4-5-20251001_reasoning_enabled,English,8,list_10,9.0,0.0,3.0,0.0,0.0,0.0,,,8.0,129,467,True,False,,True,False,False,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,sort-descending,basic,v2.0,claude-haiku-4-5-20251001_reasoning_enabled,English,8,list_1,15.0,0.0,4.0,0.0,0.0,0.0,,,8.0,121,263,True,False,,True,False,False,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,sort-descending,basic,v2.0,claude-haiku-4-5-20251001_reasoning_enabled,English,8,list_2,11.0,0.0,4.0,0.0,0.0,0.0,,,8.0,120,287,True,False,,True,False,False,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,sort-descending,basic,v2.0,claude-haiku-4-5-20251001_reasoning_enabled,English,8,list_3,16.0,0.0,3.0,0.0,0.0,0.0,,,8.0,117,377,True,False,,True,False,False,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,sort-descending,basic,v2.0,claude-haiku-4-5-20251001_reasoning_enabled,English,8,list_4,13.0,0.0,3.0,0.0,0.0,0.0,,,8.0,107,239,True,False,,True,False,False,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,sort-descending,basic,v2.0,claude-haiku-4-5-20251001_reasoning_enabled,English,8,list_5,15.0,1.0,4.0,1.0,0.0,0.0,,,8.0,130,463,True,False,,True,False,False,0.03571428571428571,0.125,0.0,0.0,,1.0,1.0,0.9196428571428572,0.9598214285714286
sortbench,sort-descending,basic,v2.0,claude-haiku-4-5-20251001_reasoning_enabled,English,8,list_6,14.0,0.0,2.0,0.0,0.0,0.0,,,8.0,111,368,True,False,,True,False,False,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,sort-descending,basic,v2.0,claude-haiku-4-5-20251001_reasoning_enabled,English,8,list_7,9.0,0.0,3.0,0.0,0.0,0.0,,,8.0,116,240,True,False,,True,False,False,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,sort-descending,basic,v2.0,claude-haiku-4-5-20251001_reasoning_enabled,English,8,list_8,11.0,0.0,2.0,0.0,0.0,0.0,,,8.0,123,417,True,False,,True,False,False,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,sort-descending,basic,v2.0,claude-haiku-4-5-20251001_reasoning_enabled,English,8,list_9,13.0,0.0,3.0,0.0,0.0,0.0,,,8.0,100,560,True,False,,True,False,False,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,sort-descending,basic,v2.0,claude-haiku-4-5-20251001_reasoning_enabled,English,8,list_10,19.0,0.0,4.0,0.0,0.0,0.0,,,8.0,129,418,True,False,,True,False,False,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,filter-higher,basic,v2.0,claude-haiku-4-5-20251001_reasoning_enabled,English,8,list_1,,,,,0.0,0.0,,,8.0,8,416,True,False,,True,False,False,,,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,filter-higher,basic,v2.0,claude-haiku-4-5-20251001_reasoning_enabled,English,8,list_2,,,,,0.0,0.0,,,8.0,8,597,True,False,,True,False,False,,,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,filter-higher,basic,v2.0,claude-haiku-4-5-20251001_reasoning_enabled,English,8,list_3,,,,,0.0,0.0,,,4.0,8,280,True,False,,True,False,False,,,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,filter-higher,basic,v2.0,claude-haiku-4-5-20251001_reasoning_enabled,English,8,list_4,,,,,0.0,0.0,,,0.0,8,446,True,True,Content after last closing bracket,True,False,False,,,0.0,0.0,,0.5,1.0,1.0,0.5
sortbench,filter-higher,basic,v2.0,claude-haiku-4-5-20251001_reasoning_enabled,English,8,list_5,,,,,0.0,0.0,,,2.0,8,573,True,False,,True,False,False,,,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,filter-higher,basic,v2.0,claude-haiku-4-5-20251001_reasoning_enabled,English,8,list_6,,,,,0.0,0.0,,,1.0,8,313,True,False,,True,False,False,,,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,filter-higher,basic,v2.0,claude-haiku-4-5-20251001_reasoning_enabled,English,8,list_7,,,,,0.0,0.0,,,8.0,8,442,True,False,,True,False,False,,,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,filter-higher,basic,v2.0,claude-haiku-4-5-20251001_reasoning_enabled,English,8,list_8,,,,,0.0,0.0,,,8.0,8,557,True,False,,True,False,False,,,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,filter-higher,basic,v2.0,claude-haiku-4-5-20251001_reasoning_enabled,English,8,list_9,,,,,0.0,0.0,,,7.0,8,560,True,False,,True,False,False,,,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,filter-higher,basic,v2.0,claude-haiku-4-5-20251001_reasoning_enabled,English,8,list_10,,,,,0.0,0.0,,,8.0,8,637,True,False,,True,False,False,,,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,filter-lower,basic,v2.0,claude-haiku-4-5-20251001_reasoning_enabled,English,8,list_1,,,,,0.0,0.0,,,7.0,8,272,True,False,,True,False,False,,,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,filter-lower,basic,v2.0,claude-haiku-4-5-20251001_reasoning_enabled,English,8,list_2,,,,,0.0,0.0,,,5.0,8,357,True,False,,True,False,False,,,0.0,0.0,,1.0,1.0,0.9090909090909091,0.9545454545454546
sortbench,filter-lower,basic,v2.0,claude-haiku-4-5-20251001_reasoning_enabled,English,8,list_3,,,,,0.0,0.0,,,1.0,8,327,True,False,,True,False,False,,,0.0,0.0,,1.0,1.0,0.0,0.5
sortbench,filter-lower,basic,v2.0,claude-haiku-4-5-20251001_reasoning_enabled,English,8,list_4,,,,,0.0,0.0,,,5.0,8,232,True,False,,True,False,False,,,0.0,0.0,,1.0,1.0,0.0,0.5
sortbench,filter-lower,basic,v2.0,claude-haiku-4-5-20251001_reasoning_enabled,English,8,list_5,,,,,0.0,0.0,,,6.0,8,254,True,False,,True,False,False,,,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,filter-lower,basic,v2.0,claude-haiku-4-5-20251001_reasoning_enabled,English,8,list_6,,,,,0.0,0.0,,,5.0,8,392,True,False,,True,False,False,,,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,filter-lower,basic,v2.0,claude-haiku-4-5-20251001_reasoning_enabled,English,8,list_7,,,,,0.0,0.0,,,5.0,8,313,True,False,,True,False,False,,,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,filter-lower,basic,v2.0,claude-haiku-4-5-20251001_reasoning_enabled,English,8,list_8,,,,,0.0,0.0,,,7.0,8,331,True,False,,True,False,False,,,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,filter-lower,basic,v2.0,claude-haiku-4-5-20251001_reasoning_enabled,English,8,list_9,,,,,0.0,0.0,,,1.0,8,418,True,False,,True,False,False,,,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,filter-lower,basic,v2.0,claude-haiku-4-5-20251001_reasoning_enabled,English,8,list_10,,,,,0.0,0.0,,,0.0,8,579,True,False,,True,False,False,,,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,any,basic,v2.0,claude-haiku-4-5-20251001_reasoning_enabled,English,8,list_1,,,,,,,,,,140,266,True,True,Extra characters after boolean,False,False,False,,,,,,0.5,,1.0,0.75
sortbench,any,basic,v2.0,claude-haiku-4-5-20251001_reasoning_enabled,English,8,list_2,,,,,,,,,,139,502,True,True,Extra characters after boolean,False,False,False,,,,,,0.5,,1.0,0.75
sortbench,any,basic,v2.0,claude-haiku-4-5-20251001_reasoning_enabled,English,8,list_3,,,,,,,,,,135,485,True,True,Extra characters after boolean,False,False,False,,,,,,0.5,,1.0,0.75
sortbench,any,basic,v2.0,claude-haiku-4-5-20251001_reasoning_enabled,English,8,list_4,,,,,,,,,,171,437,True,True,Extra characters after boolean,False,False,False,,,,,,0.5,,1.0,0.75
sortbench,any,basic,v2.0,claude-haiku-4-5-20251001_reasoning_enabled,English,8,list_5,,,,,,,,,,126,471,True,True,Extra characters after boolean,False,False,False,,,,,,0.5,,1.0,0.75
